0.0006,0.0030311,15.068,0.15302,0.25997
0.0008,0.0030311,17.269,0.17669,0.29686
0.0008,0.0038348,19.263,0.19874,0.3299
0.0009,0.0038348,21,0.2108,0.35837
0.0012,0.0049247,27.897,0.27584,0.46788
0.0012,0.0051599,20,0.28235,0.34202
0.0019,0.0069009,22.243,0.41087,0.37854
0.0019,0.0055678,25,0.36906,0.42262
0.0019,0.0042128,32.691,0.39413,0.54011
0.0023,0.0069009,25.96,0.45206,0.43774
0.0023,0.0048736,41.085,0.48805,0.65718
0.0023,0.0055678,36.18,0.45661,0.59032
0.0028,0.0048388,59.951,0.65791,0.8656
0.0028,0.0079319,30.409,0.53474,0.50617
0.0028,0.0066594,38.721,0.56081,0.62553
0.0028,0.0068907,40.05,0.55132,0.64346
0.0033,0.0082479,39.668,0.64475,0.63834
0.0033,0.0061509,54.012,0.74661,0.80914
0.0033,0.0040709,66.238,0.91775,0.91523
0.0037,0.005556,71.801,0.93265,0.94998
0.0037,0.0082479,52.936,0.76546,0.79796
