0.001,0.0033064,19.822,0.27316,0.3391
0.001,0.0051067,17.354,0.29619,0.29827
0.0014,0.0051067,24.705,0.35045,0.41795
0.0014,0.0038258,34.296,0.42065,0.56347
0.0019,0.005447,31.966,0.55737,0.52942
0.0019,0.0039158,51.734,0.65737,0.78514
0.0025,0.0055411,55.648,0.83407,0.82559
0.0025,0.0042661,62.212,0.95057,0.88468
