0.0015,0.0044778,21.464,0.35212,0.36592
0.0015,0.0037989,29.168,0.32434,0.48737
0.002,0.0057089,33.37,0.4591,0.55004
0.002,0.0036934,38.66,0.42192,0.6247
0.0022,0.0060986,33.476,0.49767,0.55159
0.0022,0.0041227,44.961,0.46072,0.70663
0.0022,0.0053873,36.363,0.46775,0.5929
0.0024,0.0060789,32.276,0.51896,0.534
0.0024,0.0042661,43.157,0.51606,0.684
0.0024,0.0053873,39.417,0.48855,0.63496
0.0027,0.006107,35.501,0.55171,0.58072
0.0027,0.0054727,48,0.52228,0.74314
0.0027,0.0047877,55.268,0.58127,0.82183
0.003,0.0065454,41.83,0.60207,0.66692
0.003,0.0053933,56.413,0.64143,0.83305
